pair_id,pair_type,original_song_id,original_segment_id,comparison_song_id,comparison_segment_id,transformation,original_representation,comparison_representation
pair_000934,positive,251,01,251,01,reharmonization,data/processed/representations/251_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/251_segment_01.json
pair_000935,positive,251,01,251,01,simplification,data/processed/representations/251_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/251_segment_01.json
pair_000936,positive,251,01,251,01,simplification,data/processed/representations/251_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/251_segment_01.json
pair_000937,positive,251,01,251,01,tempo_change,data/processed/representations/251_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/251_segment_01.json
pair_000938,positive,251,01,251,01,transpose,data/processed/representations/251_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/251_segment_01.json
pair_000939,positive,251,02,251,02,,data/processed/representations/251_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/251_segment_02.json
pair_000940,positive,251,02,251,02,,data/processed/representations/251_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/251_segment_02.json
pair_000941,positive,251,02,251,02,,data/processed/representations/251_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/251_segment_02.json
pair_000942,positive,251,02,251,02,,data/processed/representations/251_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/251_segment_02.json
pair_000943,positive,251,02,251,02,chord_substitution,data/processed/representations/251_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/251_segment_02.json
pair_000944,positive,251,02,251,02,duration_scaling,data/processed/representations/251_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/251_segment_02.json
pair_000945,positive,251,02,251,02,interval_modification,data/processed/representations/251_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/251_segment_02.json
pair_000946,positive,251,02,251,02,ornamentation,data/processed/representations/251_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/251_segment_02.json
pair_000947,positive,251,02,251,02,partial_rhythm_modification,data/processed/representations/251_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/251_segment_02.json
pair_000948,positive,251,02,251,02,reharmonization,data/processed/representations/251_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/251_segment_02.json
pair_000949,positive,251,02,251,02,simplification,data/processed/representations/251_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/251_segment_02.json
pair_000950,positive,251,02,251,02,simplification,data/processed/representations/251_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/251_segment_02.json
pair_000951,positive,251,02,251,02,tempo_change,data/processed/representations/251_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/251_segment_02.json
pair_000952,positive,251,02,251,02,transpose,data/processed/representations/251_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/251_segment_02.json
pair_000953,positive,271,01,271,01,,data/processed/representations/271_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/271_segment_01.json
pair_000954,positive,271,01,271,01,,data/processed/representations/271_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/271_segment_01.json
pair_000955,positive,271,01,271,01,,data/processed/representations/271_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/271_segment_01.json
pair_000956,positive,271,01,271,01,,data/processed/representations/271_segment_01.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/271_segment_01.json
pair_000957,positive,271,01,271,01,chord_substitution,data/processed/representations/271_segment_01.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/271_segment_01.json
pair_000958,positive,271,01,271,01,duration_scaling,data/processed/representations/271_segment_01.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/271_segment_01.json
pair_000959,positive,271,01,271,01,interval_modification,data/processed/representations/271_segment_01.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/271_segment_01.json
pair_000960,positive,271,01,271,01,ornamentation,data/processed/representations/271_segment_01.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/271_segment_01.json
pair_000961,positive,271,01,271,01,partial_rhythm_modification,data/processed/representations/271_segment_01.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/271_segment_01.json
pair_000962,positive,271,01,271,01,reharmonization,data/processed/representations/271_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/271_segment_01.json
pair_000963,positive,271,01,271,01,simplification,data/processed/representations/271_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/271_segment_01.json
pair_000964,positive,271,01,271,01,simplification,data/processed/representations/271_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/271_segment_01.json
pair_000965,positive,271,01,271,01,tempo_change,data/processed/representations/271_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/271_segment_01.json
pair_000966,positive,271,01,271,01,transpose,data/processed/representations/271_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/271_segment_01.json
pair_000967,positive,271,02,271,02,,data/processed/representations/271_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/271_segment_02.json
pair_000968,positive,271,02,271,02,,data/processed/representations/271_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/271_segment_02.json
pair_000969,positive,271,02,271,02,,data/processed/representations/271_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/271_segment_02.json
pair_000970,positive,271,02,271,02,,data/processed/representations/271_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/271_segment_02.json
pair_000971,positive,271,02,271,02,chord_substitution,data/processed/representations/271_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/271_segment_02.json
pair_000972,positive,271,02,271,02,duration_scaling,data/processed/representations/271_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/271_segment_02.json
pair_000973,positive,271,02,271,02,interval_modification,data/processed/representations/271_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/271_segment_02.json
pair_000974,positive,271,02,271,02,ornamentation,data/processed/representations/271_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/271_segment_02.json
pair_000975,positive,271,02,271,02,partial_rhythm_modification,data/processed/representations/271_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/271_segment_02.json
pair_000976,positive,271,02,271,02,reharmonization,data/processed/representations/271_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/271_segment_02.json
pair_000977,positive,271,02,271,02,simplification,data/processed/representations/271_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/271_segment_02.json
pair_000978,positive,271,02,271,02,simplification,data/processed/representations/271_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/271_segment_02.json
pair_000979,positive,271,02,271,02,tempo_change,data/processed/representations/271_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/271_segment_02.json
pair_000980,positive,271,02,271,02,transpose,data/processed/representations/271_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/271_segment_02.json
pair_000981,positive,274,01,274,01,,data/processed/representations/274_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/274_segment_01.json
pair_000982,positive,274,01,274,01,,data/processed/representations/274_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/274_segment_01.json
pair_000983,positive,274,01,274,01,,data/processed/representations/274_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/274_segment_01.json
pair_000984,positive,274,01,274,01,,data/processed/representations/274_segment_01.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/274_segment_01.json
pair_000985,positive,274,01,274,01,chord_substitution,data/processed/representations/274_segment_01.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/274_segment_01.json
pair_000986,positive,274,01,274,01,duration_scaling,data/processed/representations/274_segment_01.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/274_segment_01.json
pair_000987,positive,274,01,274,01,interval_modification,data/processed/representations/274_segment_01.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/274_segment_01.json
pair_000988,positive,274,01,274,01,ornamentation,data/processed/representations/274_segment_01.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/274_segment_01.json
pair_000989,positive,274,01,274,01,partial_rhythm_modification,data/processed/representations/274_segment_01.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/274_segment_01.json
pair_000990,positive,274,01,274,01,reharmonization,data/processed/representations/274_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/274_segment_01.json
pair_000991,positive,274,01,274,01,simplification,data/processed/representations/274_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/274_segment_01.json
pair_000992,positive,274,01,274,01,simplification,data/processed/representations/274_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/274_segment_01.json
pair_000993,positive,274,01,274,01,tempo_change,data/processed/representations/274_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/274_segment_01.json
pair_000994,positive,274,01,274,01,transpose,data/processed/representations/274_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/274_segment_01.json
pair_000995,positive,274,02,274,02,,data/processed/representations/274_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/274_segment_02.json
pair_000996,positive,274,02,274,02,,data/processed/representations/274_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/274_segment_02.json
pair_000997,positive,274,02,274,02,,data/processed/representations/274_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/274_segment_02.json
pair_000998,positive,274,02,274,02,,data/processed/representations/274_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/274_segment_02.json
pair_000999,positive,274,02,274,02,chord_substitution,data/processed/representations/274_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/274_segment_02.json
pair_001000,positive,274,02,274,02,duration_scaling,data/processed/representations/274_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/274_segment_02.json
pair_001001,positive,274,02,274,02,interval_modification,data/processed/representations/274_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/274_segment_02.json
pair_001002,positive,274,02,274,02,ornamentation,data/processed/representations/274_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/274_segment_02.json
pair_001003,positive,274,02,274,02,partial_rhythm_modification,data/processed/representations/274_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/274_segment_02.json
pair_001004,positive,274,02,274,02,reharmonization,data/processed/representations/274_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/274_segment_02.json
pair_001005,positive,274,02,274,02,simplification,data/processed/representations/274_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/274_segment_02.json
pair_001006,positive,274,02,274,02,simplification,data/processed/representations/274_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/274_segment_02.json
pair_001007,positive,274,02,274,02,tempo_change,data/processed/representations/274_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/274_segment_02.json
pair_001008,positive,274,02,274,02,transpose,data/processed/representations/274_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/274_segment_02.json
pair_001009,positive,282,01,282,01,,data/processed/representations/282_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/282_segment_01.json
pair_001010,positive,282,01,282,01,,data/processed/representations/282_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/282_segment_01.json
pair_001011,positive,282,01,282,01,,data/processed/representations/282_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/282_segment_01.json
pair_001012,positive,282,01,282,01,,data/processed/representations/282_segment_01.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/282_segment_01.json
pair_001013,positive,282,01,282,01,chord_substitution,data/processed/representations/282_segment_01.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/282_segment_01.json
pair_001014,positive,282,01,282,01,duration_scaling,data/processed/representations/282_segment_01.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/282_segment_01.json
pair_001015,positive,282,01,282,01,interval_modification,data/processed/representations/282_segment_01.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/282_segment_01.json
pair_001016,positive,282,01,282,01,ornamentation,data/processed/representations/282_segment_01.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/282_segment_01.json
pair_001017,positive,282,01,282,01,partial_rhythm_modification,data/processed/representations/282_segment_01.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/282_segment_01.json
pair_001018,positive,282,01,282,01,reharmonization,data/processed/representations/282_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/282_segment_01.json
pair_001019,positive,282,01,282,01,simplification,data/processed/representations/282_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/282_segment_01.json
pair_001020,positive,282,01,282,01,simplification,data/processed/representations/282_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/282_segment_01.json
pair_001021,positive,282,01,282,01,tempo_change,data/processed/representations/282_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/282_segment_01.json
pair_001022,positive,282,01,282,01,transpose,data/processed/representations/282_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/282_segment_01.json
pair_001023,positive,282,02,282,02,,data/processed/representations/282_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/282_segment_02.json
pair_001024,positive,282,02,282,02,,data/processed/representations/282_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/282_segment_02.json
pair_001025,positive,282,02,282,02,,data/processed/representations/282_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/282_segment_02.json
pair_001026,positive,282,02,282,02,,data/processed/representations/282_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/282_segment_02.json
pair_001027,positive,282,02,282,02,chord_substitution,data/processed/representations/282_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/282_segment_02.json
pair_001028,positive,282,02,282,02,duration_scaling,data/processed/representations/282_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/282_segment_02.json
pair_001029,positive,282,02,282,02,interval_modification,data/processed/representations/282_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/282_segment_02.json
pair_001030,positive,282,02,282,02,ornamentation,data/processed/representations/282_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/282_segment_02.json
pair_001031,positive,282,02,282,02,partial_rhythm_modification,data/processed/representations/282_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/282_segment_02.json
pair_001032,positive,282,02,282,02,reharmonization,data/processed/representations/282_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/282_segment_02.json
pair_001033,positive,282,02,282,02,simplification,data/processed/representations/282_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/282_segment_02.json
pair_001034,positive,282,02,282,02,simplification,data/processed/representations/282_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/282_segment_02.json
pair_001035,positive,282,02,282,02,tempo_change,data/processed/representations/282_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/282_segment_02.json
pair_001036,positive,282,02,282,02,transpose,data/processed/representations/282_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/282_segment_02.json
pair_001037,positive,285,01,285,01,,data/processed/representations/285_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/285_segment_01.json
pair_001038,positive,285,01,285,01,,data/processed/representations/285_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/285_segment_01.json
pair_001039,positive,285,01,285,01,,data/processed/representations/285_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/285_segment_01.json
pair_001040,positive,285,01,285,01,,data/processed/representations/285_segment_01.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/285_segment_01.json
pair_001041,positive,285,01,285,01,chord_substitution,data/processed/representations/285_segment_01.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/285_segment_01.json
pair_001042,positive,285,01,285,01,duration_scaling,data/processed/representations/285_segment_01.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/285_segment_01.json
pair_001043,positive,285,01,285,01,interval_modification,data/processed/representations/285_segment_01.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/285_segment_01.json
pair_001044,positive,285,01,285,01,ornamentation,data/processed/representations/285_segment_01.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/285_segment_01.json
pair_001045,positive,285,01,285,01,partial_rhythm_modification,data/processed/representations/285_segment_01.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/285_segment_01.json
pair_001046,positive,285,01,285,01,reharmonization,data/processed/representations/285_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/285_segment_01.json
pair_001047,positive,285,01,285,01,simplification,data/processed/representations/285_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/285_segment_01.json
pair_001048,positive,285,01,285,01,simplification,data/processed/representations/285_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/285_segment_01.json
pair_001049,positive,285,01,285,01,tempo_change,data/processed/representations/285_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/285_segment_01.json
pair_001050,positive,285,01,285,01,transpose,data/processed/representations/285_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/285_segment_01.json
pair_001051,positive,285,02,285,02,,data/processed/representations/285_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/285_segment_02.json
pair_001052,positive,285,02,285,02,,data/processed/representations/285_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/285_segment_02.json
pair_001053,positive,285,02,285,02,,data/processed/representations/285_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/285_segment_02.json
pair_001054,positive,285,02,285,02,,data/processed/representations/285_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/285_segment_02.json
pair_001055,positive,285,02,285,02,chord_substitution,data/processed/representations/285_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/285_segment_02.json
pair_001056,positive,285,02,285,02,duration_scaling,data/processed/representations/285_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/285_segment_02.json
pair_001057,positive,285,02,285,02,interval_modification,data/processed/representations/285_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/285_segment_02.json
pair_001058,positive,285,02,285,02,ornamentation,data/processed/representations/285_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/285_segment_02.json
pair_001059,positive,285,02,285,02,partial_rhythm_modification,data/processed/representations/285_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/285_segment_02.json
pair_001060,positive,285,02,285,02,reharmonization,data/processed/representations/285_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/285_segment_02.json
pair_001061,positive,285,02,285,02,simplification,data/processed/representations/285_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/285_segment_02.json
pair_001062,positive,285,02,285,02,simplification,data/processed/representations/285_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/285_segment_02.json
pair_001063,positive,285,02,285,02,tempo_change,data/processed/representations/285_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/285_segment_02.json
pair_001064,positive,285,02,285,02,transpose,data/processed/representations/285_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/285_segment_02.json
pair_001065,positive,297,01,297,01,,data/processed/representations/297_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/297_segment_01.json
pair_001066,positive,297,01,297,01,,data/processed/representations/297_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/297_segment_01.json
pair_001067,positive,297,01,297,01,,data/processed/representations/297_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/297_segment_01.json
pair_001068,positive,297,01,297,01,,data/processed/representations/297_segment_01.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/297_segment_01.json
pair_001069,positive,297,01,297,01,chord_substitution,data/processed/representations/297_segment_01.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/297_segment_01.json
pair_001070,positive,297,01,297,01,duration_scaling,data/processed/representations/297_segment_01.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/297_segment_01.json
pair_001071,positive,297,01,297,01,interval_modification,data/processed/representations/297_segment_01.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/297_segment_01.json
pair_001072,positive,297,01,297,01,ornamentation,data/processed/representations/297_segment_01.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/297_segment_01.json
pair_001073,positive,297,01,297,01,partial_rhythm_modification,data/processed/representations/297_segment_01.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/297_segment_01.json
pair_001074,positive,297,01,297,01,reharmonization,data/processed/representations/297_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/297_segment_01.json
pair_001075,positive,297,01,297,01,simplification,data/processed/representations/297_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/297_segment_01.json
pair_001076,positive,297,01,297,01,simplification,data/processed/representations/297_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/297_segment_01.json
pair_001077,positive,297,01,297,01,tempo_change,data/processed/representations/297_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/297_segment_01.json
pair_001078,positive,297,01,297,01,transpose,data/processed/representations/297_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/297_segment_01.json
pair_001079,positive,297,02,297,02,,data/processed/representations/297_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/297_segment_02.json
pair_001080,positive,297,02,297,02,,data/processed/representations/297_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/297_segment_02.json
pair_001081,positive,297,02,297,02,,data/processed/representations/297_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/297_segment_02.json
pair_001082,positive,297,02,297,02,,data/processed/representations/297_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/297_segment_02.json
pair_001083,positive,297,02,297,02,chord_substitution,data/processed/representations/297_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/297_segment_02.json
pair_001084,positive,297,02,297,02,duration_scaling,data/processed/representations/297_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/297_segment_02.json
pair_001085,positive,297,02,297,02,interval_modification,data/processed/representations/297_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/297_segment_02.json
pair_001086,positive,297,02,297,02,ornamentation,data/processed/representations/297_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/297_segment_02.json
pair_001087,positive,297,02,297,02,partial_rhythm_modification,data/processed/representations/297_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/297_segment_02.json
pair_001088,positive,297,02,297,02,reharmonization,data/processed/representations/297_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/297_segment_02.json
pair_001089,positive,297,02,297,02,simplification,data/processed/representations/297_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/297_segment_02.json
pair_001090,positive,297,02,297,02,simplification,data/processed/representations/297_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/297_segment_02.json
pair_001091,positive,297,02,297,02,tempo_change,data/processed/representations/297_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/297_segment_02.json
pair_001092,positive,297,02,297,02,transpose,data/processed/representations/297_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/297_segment_02.json
pair_001093,positive,301,01,301,01,,data/processed/representations/301_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/301_segment_01.json
pair_001094,positive,301,01,301,01,,data/processed/representations/301_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/301_segment_01.json
pair_001095,positive,301,01,301,01,,data/processed/representations/301_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/301_segment_01.json
