pair_id,pair_type,transformation,component_transformed,score_melody,score_harmony,score_rhythm,simple_average,weighted_average,score_global,score_gap,transformed_component_score,global_delta,observations
pair_001111,positive,chord_substitution,Harmonia,0.000000,0.652974,0.000000,0.217658,0.228541,0.228541,0.652974,0.652974,-0.424433,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001112,positive,duration_scaling,Ritmo,0.000000,0.000000,0.046970,0.015657,0.011743,0.011743,0.046970,0.046970,-0.035227,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_001113,positive,interval_modification,Melodia,0.645403,0.000000,0.000000,0.215134,0.258161,0.258161,0.645403,0.645403,-0.387242,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001114,positive,ornamentation,Melodia,0.613942,0.000000,0.000000,0.204647,0.245577,0.245577,0.613942,0.613942,-0.368365,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001115,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.044232,0.014744,0.011058,0.011058,0.044232,0.044232,-0.033174,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global permaneceu coerente com o componente transformado.
pair_001116,positive,reharmonization,Harmonia,0.000000,0.705353,0.000000,0.235118,0.246873,0.246873,0.705353,0.705353,-0.458480,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001117,positive,simplification,Harmonia,0.000000,0.775691,0.000000,0.258564,0.271492,0.271492,0.775691,0.775691,-0.504199,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001118,positive,simplification,Melodia,0.597503,0.000000,0.000000,0.199168,0.239001,0.239001,0.597503,0.597503,-0.358502,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001119,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001120,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001121,positive,melody_harmony_rhythm,Combinações,1.000000,0.636935,0.341530,0.659488,0.708310,0.708310,0.658470,0.659488,0.048822,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001122,positive,melody_harmony,Combinações,1.000000,0.636935,1.000000,0.878978,0.872927,0.872927,0.363065,0.878978,-0.006051,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001123,positive,harmony_rhythm,Combinações,1.000000,0.636935,0.341530,0.659488,0.708310,0.708310,0.658470,0.659488,0.048822,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001124,positive,melody_rhythm,Combinações,1.000000,1.000000,0.341530,0.780510,0.835383,0.835383,0.658470,0.780510,0.054873,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_001125,positive,chord_substitution,Harmonia,0.000000,0.636935,0.000000,0.212312,0.222927,0.222927,0.636935,0.636935,-0.414008,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001126,positive,duration_scaling,Ritmo,0.000000,0.000000,0.088688,0.029563,0.022172,0.022172,0.088688,0.088688,-0.066516,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001127,positive,interval_modification,Melodia,0.633718,0.000000,0.000000,0.211239,0.253487,0.253487,0.633718,0.633718,-0.380231,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001128,positive,ornamentation,Melodia,0.594737,0.000000,0.000000,0.198246,0.237895,0.237895,0.594737,0.594737,-0.356842,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001129,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.089717,0.029906,0.022429,0.022429,0.089717,0.089717,-0.067288,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001130,positive,reharmonization,Harmonia,0.000000,0.694444,0.000000,0.231481,0.243056,0.243056,0.694444,0.694444,-0.451388,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001131,positive,simplification,Harmonia,0.000000,0.785851,0.000000,0.261950,0.275048,0.275048,0.785851,0.785851,-0.510803,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001132,positive,simplification,Melodia,0.614844,0.000000,0.000000,0.204948,0.245938,0.245938,0.614844,0.614844,-0.368906,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001133,positive,tempo_change,Ritmo,0.000000,0.000000,0.341530,0.113843,0.085383,0.085383,0.341530,0.341530,-0.256147,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001134,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001135,positive,melody_harmony_rhythm,Combinações,1.000000,0.646974,0.335306,0.660760,0.710267,0.710267,0.664694,0.660760,0.049507,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001136,positive,melody_harmony,Combinações,1.000000,0.646974,1.000000,0.882325,0.876441,0.876441,0.353026,0.882325,-0.005884,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001137,positive,harmony_rhythm,Combinações,1.000000,0.646974,0.335306,0.660760,0.710267,0.710267,0.664694,0.660760,0.049507,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001138,positive,melody_rhythm,Combinações,1.000000,1.000000,0.335306,0.778435,0.833826,0.833826,0.664694,0.778435,0.055391,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_001139,positive,chord_substitution,Harmonia,0.000000,0.646974,0.000000,0.215658,0.226441,0.226441,0.646974,0.646974,-0.420533,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001140,positive,duration_scaling,Ritmo,0.000000,0.000000,0.078714,0.026238,0.019678,0.019678,0.078714,0.078714,-0.059036,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001141,positive,interval_modification,Melodia,0.641621,0.000000,0.000000,0.213874,0.256648,0.256648,0.641621,0.641621,-0.384973,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001142,positive,ornamentation,Melodia,0.615700,0.000000,0.000000,0.205233,0.246280,0.246280,0.615700,0.615700,-0.369420,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001143,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.076818,0.025606,0.019205,0.019205,0.076818,0.076818,-0.057613,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001144,positive,reharmonization,Harmonia,0.000000,0.699028,0.000000,0.233009,0.244660,0.244660,0.699028,0.699028,-0.454368,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001145,positive,simplification,Harmonia,0.000000,0.769118,0.000000,0.256373,0.269191,0.269191,0.769118,0.769118,-0.499927,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001146,positive,simplification,Melodia,0.525063,0.000000,0.000000,0.175021,0.210025,0.210025,0.525063,0.525063,-0.315038,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001147,positive,tempo_change,Ritmo,0.000000,0.000000,0.335306,0.111769,0.083826,0.083826,0.335306,0.335306,-0.251480,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001148,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001149,positive,melody_harmony_rhythm,Combinações,1.000000,0.637486,0.333333,0.656940,0.706454,0.706454,0.666667,0.656940,0.049514,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001150,positive,melody_harmony,Combinações,1.000000,0.637486,1.000000,0.879162,0.873120,0.873120,0.362514,0.879162,-0.006042,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001151,positive,harmony_rhythm,Combinações,1.000000,0.637486,0.333333,0.656940,0.706454,0.706454,0.666667,0.656940,0.049514,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001152,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_001153,positive,chord_substitution,Harmonia,0.000000,0.637486,0.000000,0.212495,0.223120,0.223120,0.637486,0.637486,-0.414366,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001154,positive,duration_scaling,Ritmo,0.000000,0.000000,0.096023,0.032008,0.024006,0.024006,0.096023,0.096023,-0.072017,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001155,positive,interval_modification,Melodia,0.636403,0.000000,0.000000,0.212134,0.254561,0.254561,0.636403,0.636403,-0.381842,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001156,positive,ornamentation,Melodia,0.602165,0.000000,0.000000,0.200722,0.240866,0.240866,0.602165,0.602165,-0.361299,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001157,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.093837,0.031279,0.023459,0.023459,0.093837,0.093837,-0.070378,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001158,positive,reharmonization,Harmonia,0.000000,0.694397,0.000000,0.231466,0.243039,0.243039,0.694397,0.694397,-0.451358,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001159,positive,simplification,Harmonia,0.000000,0.834689,0.000000,0.278230,0.292141,0.292141,0.834689,0.834689,-0.542548,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001160,positive,simplification,Melodia,0.481578,0.000000,0.000000,0.160526,0.192631,0.192631,0.481578,0.481578,-0.288947,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001161,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001162,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001163,positive,melody_harmony_rhythm,Combinações,1.000000,0.628072,0.333333,0.653802,0.703158,0.703158,0.666667,0.653802,0.049356,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001164,positive,melody_harmony,Combinações,1.000000,0.628072,1.000000,0.876024,0.869825,0.869825,0.371928,0.876024,-0.006199,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001165,positive,harmony_rhythm,Combinações,1.000000,0.628072,0.333333,0.653802,0.703158,0.703158,0.666667,0.653802,0.049356,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001166,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_001167,positive,chord_substitution,Harmonia,0.000000,0.628072,0.000000,0.209357,0.219825,0.219825,0.628072,0.628072,-0.408247,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001168,positive,duration_scaling,Ritmo,0.000000,0.000000,0.103298,0.034433,0.025824,0.025824,0.103298,0.103298,-0.077474,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001169,positive,interval_modification,Melodia,0.637800,0.000000,0.000000,0.212600,0.255120,0.255120,0.637800,0.637800,-0.382680,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001170,positive,ornamentation,Melodia,0.619462,0.000000,0.000000,0.206487,0.247785,0.247785,0.619462,0.619462,-0.371677,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001171,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.101408,0.033803,0.025352,0.025352,0.101408,0.101408,-0.076056,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001172,positive,reharmonization,Harmonia,0.000000,0.690530,0.000000,0.230177,0.241685,0.241685,0.690530,0.690530,-0.448845,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001173,positive,simplification,Harmonia,0.000000,0.831324,0.000000,0.277108,0.290964,0.290964,0.831324,0.831324,-0.540360,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001174,positive,simplification,Melodia,0.602310,0.000000,0.000000,0.200770,0.240924,0.240924,0.602310,0.602310,-0.361386,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001175,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001176,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001177,positive,melody_harmony_rhythm,Combinações,1.000000,0.625483,0.333333,0.652939,0.702252,0.702252,0.666667,0.652939,0.049313,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001178,positive,melody_harmony,Combinações,1.000000,0.625483,1.000000,0.875161,0.868919,0.868919,0.374517,0.875161,-0.006242,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001179,positive,harmony_rhythm,Combinações,1.000000,0.625483,0.333333,0.652939,0.702252,0.702252,0.666667,0.652939,0.049313,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001180,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_001181,positive,chord_substitution,Harmonia,0.000000,0.625483,0.000000,0.208494,0.218919,0.218919,0.625483,0.625483,-0.406564,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001182,positive,duration_scaling,Ritmo,0.000000,0.000000,0.098063,0.032688,0.024516,0.024516,0.098063,0.098063,-0.073547,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001183,positive,interval_modification,Melodia,0.603128,0.000000,0.000000,0.201043,0.241251,0.241251,0.603128,0.603128,-0.361877,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001184,positive,ornamentation,Melodia,0.664957,0.000000,0.000000,0.221652,0.265983,0.265983,0.664957,0.664957,-0.398974,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001185,positive,partial_rhythm_modification,Ritmo,0.000000,0.000000,0.097213,0.032404,0.024303,0.024303,0.097213,0.097213,-0.072910,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001186,positive,reharmonization,Harmonia,0.000000,0.672897,0.000000,0.224299,0.235514,0.235514,0.672897,0.672897,-0.437383,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001187,positive,simplification,Harmonia,0.000000,0.808910,0.000000,0.269637,0.283119,0.283119,0.808910,0.808910,-0.525791,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001188,positive,simplification,Melodia,0.621212,0.000000,0.000000,0.207071,0.248485,0.248485,0.621212,0.621212,-0.372727,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001189,positive,tempo_change,Ritmo,0.000000,0.000000,0.333333,0.111111,0.083333,0.083333,0.333333,0.333333,-0.250000,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001190,positive,transpose,Melodia,1.000000,0.000000,0.000000,0.333333,0.400000,0.400000,1.000000,1.000000,-0.600000,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001191,positive,melody_harmony_rhythm,Combinações,1.000000,0.639136,0.333333,0.657490,0.707031,0.707031,0.666667,0.657490,0.049541,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001192,positive,melody_harmony,Combinações,1.000000,0.639136,1.000000,0.879712,0.873698,0.873698,0.360864,0.879712,-0.006014,"Maior sensibilidade observada em harmonia. Componente transformado: Harmonia, Melodia. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001193,positive,harmony_rhythm,Combinações,1.000000,0.639136,0.333333,0.657490,0.707031,0.707031,0.666667,0.657490,0.049541,"Maior sensibilidade observada em ritmo. Componente transformado: Harmonia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global permaneceu coerente com o componente transformado."
pair_001194,positive,melody_rhythm,Combinações,1.000000,1.000000,0.333333,0.777778,0.833333,0.833333,0.666667,0.777778,0.055555,"Maior sensibilidade observada em ritmo. Componente transformado: Melodia, Ritmo. Maior estabilidade em melodia. O componente transformado foi capturado pela familia mais sensivel. A métrica global ficou acima do componente transformado."
pair_001195,positive,chord_substitution,Harmonia,0.000000,0.639136,0.000000,0.213045,0.223698,0.223698,0.639136,0.639136,-0.415438,Maior sensibilidade observada em melodia. Componente transformado: Harmonia. Maior estabilidade em harmonia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001196,positive,duration_scaling,Ritmo,0.000000,0.000000,0.088477,0.029492,0.022119,0.022119,0.088477,0.088477,-0.066358,Maior sensibilidade observada em melodia. Componente transformado: Ritmo. Maior estabilidade em ritmo. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001197,positive,interval_modification,Melodia,0.637895,0.000000,0.000000,0.212632,0.255158,0.255158,0.637895,0.637895,-0.382737,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
pair_001198,positive,ornamentation,Melodia,0.624262,0.000000,0.000000,0.208087,0.249705,0.249705,0.624262,0.624262,-0.374557,Maior sensibilidade observada em harmonia. Componente transformado: Melodia. Maior estabilidade em melodia. A familia mais sensivel não coincidiu exatamente com o componente transformado. A métrica global ficou abaixo do componente transformado.
